,Awards,Country,DVD,Director,Language,Metascore,Plot,Poster,Production,Rated,Rating,RatingSource,Released,Response,Runtime,Title,Type,Website,Year,imdbID,imdbRating,imdbVotes
15170,Nominated for 1 Oscar. Another 18 wins & 29 nominations.,USA,16 Nov 1999,Jay Roach,"English, German",59,"Dr. Evil is back and has invented a new time machine that allows him to go back to the 1960s and steal Austin Powers' mojo, inadvertently leaving him ""shagless"".",https://images-na.ssl-images-amazon.com/images/M/MV5BMmFkZGQxN2YtODNlYS00MzM5LTk3NjQtNTUxYmQ1YzkwMDhmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,New Line Cinema,PG-13,6.6/10,Internet Movie Database,11 Jun 1999,True,95 min,Austin Powers: The Spy Who Shagged Me,movie,http://www.austinpowers.com,1999,tt0145660,6.6,"194,480"
15173,3 wins & 5 nominations.,"USA, Germany",14 Dec 1999,Simon West,English,47,"When the daughter of a well-known and well-respected base commander is murdered, an undercover detective is summoned to look into the matter and finds a slew of cover-ups at West Point.",https://images-na.ssl-images-amazon.com/images/M/MV5BMzY3NDQ2YzctMTY1MC00NzkwLWJmNzctMDgzZWI1OWY5MDhjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Paramount Pictures,R,6.3/10,Internet Movie Database,18 Jun 1999,True,116 min,The General's Daughter,movie,http://www.generalsdaughter.com,1999,tt0144214,6.3,"46,372"
15176,Nominated for 2 Golden Globes. Another 4 wins & 15 nominations.,"UK, France, USA",18 Jan 2000,Oliver Parker,English,67,"Sir Robert Chiltern is a successful Government minister, well-off and with a loving wife. All this is threatened when Mrs Cheveley appears in London with damning evidence of a past misdeed....",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3MTkyNTQxM15BMl5BanBnXkFtZTcwNDA2NTAyMQ@@._V1_SX300.jpg,Miramax Films,PG-13,6.9/10,Internet Movie Database,30 Jun 1999,True,97 min,An Ideal Husband,movie,N/A,1999,tt0122541,6.9,"13,778"
15182,8 wins & 14 nominations.,USA,06 Mar 2001,Dennis Dugan,"English, Italian",41,"A lazy law school grad adopts a kid to impress his girlfriend, but everything doesn't go as planned and he becomes the unlikely foster father.",https://ia.media-imdb.com/images/M/MV5BYjAzNzQ4YzEtZWFlOS00YWVkLWE2NDctZDBiZTUxYjgwOTYzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Columbia Pictures,PG-13,6.4/10,Internet Movie Database,25 Jun 1999,True,93 min,Big Daddy,movie,http://www.spe.sony.com/movies/bigdaddy/index.html,1999,tt0142342,6.4,"175,773"
15185,Nominated for 1 Oscar. Another 7 wins & 10 nominations.,USA,23 Nov 1999,Trey Parker,English,73,"When Cartman and his friends go see an R rated movie, they start cursing and their parents think that Canada is to blame.",https://images-na.ssl-images-amazon.com/images/M/MV5BOGE0ZWI0YzAtY2NkZi00YjkyLWIzYWEtNTJmMzJjODllNjdjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Paramount Pictures,R,7.8/10,Internet Movie Database,30 Jun 1999,True,81 min,"South Park: Bigger, Longer & Uncut",movie,http://www.southparkmovie.com,1999,tt0158983,7.8,"174,513"
15188,15 wins & 17 nominations.,USA,30 Nov 1999,Barry Sonnenfeld,English,38,The two best hired guns in the West must save President Grant from the clutches of a nineteenth-century inventor-villain.,https://ia.media-imdb.com/images/M/MV5BYmYyMTc4YjItMGNhNC00OWQwLWJhMWUtNTdjZDgxMDI5MjE2L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,4.8/10,Internet Movie Database,30 Jun 1999,True,106 min,Wild Wild West,movie,http://wildwildwest.warnerbros.com,1999,tt0120891,4.8,"139,264"
15191,6 nominations.,USA,09 Sep 2008,Spike Lee,"English, Italian",67,"Spike Lee's take on the ""Son of Sam"" murders in New York City during the summer of 1977 centering on the residents of an Italian-American Northeast Bronx neighborhood who live in fear and distrust of one another.",https://images-na.ssl-images-amazon.com/images/M/MV5BNjdjMDQ4ZjctYmQzNS00NjYwLWFhNTQtMGM0YmJjMmE5YmE3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,R,6.6/10,Internet Movie Database,02 Jul 1999,True,142 min,Summer of Sam,movie,N/A,1999,tt0162677,6.6,"32,737"
15193,9 wins & 14 nominations.,USA,21 Dec 1999,"Paul Weitz, Chris Weitz",English,58,Four teenage boys enter a pact to lose their virginity by prom night.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3ODY5ODI1NF5BMl5BanBnXkFtZTgwMTkxNTYxMTE@._V1_SX300.jpg,Universal Pictures,R,7.0/10,Internet Movie Database,09 Jul 1999,True,95 min,American Pie,movie,http://www.universalpictures.com/americanpie,1999,tt0163651,7.0,"337,962"
15196,5 nominations.,USA,11 Dec 2001,Mark Pellington,English,65,A man begins to suspect his neighbors are not what they appear to be and their secrets could be deadly.,https://images-na.ssl-images-amazon.com/images/M/MV5BODAwZGM4OWYtM2FhMy00MGIwLTgyMmMtNzRlOTcyYTFkMjVlXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,Sony Pictures Home Entertainment,R,7.2/10,Internet Movie Database,09 Jul 1999,True,117 min,Arlington Road,movie,http://www.arlingtonrd.com,1999,tt0137363,7.2,"74,050"
15199,1 nomination.,USA,26 Oct 1999,Tim Hill,English,N/A,"Gonzo is contacted by his alien family through his breakfast cereal. But when the men in black kidnap him, it's up to Kermit and the gang to rescue Gonzo and help him reunite with his long-lost family.",https://images-na.ssl-images-amazon.com/images/M/MV5BODI2Zjc5YzMtNzQ1NS00NGVmLWExYzgtMzFlY2NiMGMzZjRjXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,Columbia Pictures,G,6.3/10,Internet Movie Database,14 Jul 1999,True,87 min,Muppets from Space,movie,http://www.muppetsfromspace.com,1999,tt0158811,6.3,"15,969"
15204,N/A,USA,11 Jan 2000,Steve Miner,English,34,"Three people attempt to stop a gigantic crocodile, who is terrorizing residents in Black Lake, Maine.",https://ia.media-imdb.com/images/M/MV5BNTYwYjlkYzUtNmU2YS00NmI0LTk2YTgtYmZkYWEzNDc5NzEwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,20th Century Fox,R,5.6/10,Internet Movie Database,16 Jul 1999,True,82 min,Lake Placid,movie,http://www.foxmovies.com/lakeplacid,1999,tt0139414,5.6,"47,188"
15207,Nominated for 1 Golden Globe. Another 8 wins & 26 nominations.,"UK, USA",07 Mar 2000,Stanley Kubrick,English,68,"A New York City doctor, who is married to an art curator, pushes himself on a harrowing and dangerous night-long odyssey of sexual and moral discovery after his wife admits that she once almost cheated on him.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5NTUwNjI1N15BMl5BanBnXkFtZTYwOTE1ODc5._V1_SX300.jpg,Warner Bros. Pictures,R,7.4/10,Internet Movie Database,16 Jul 1999,True,159 min,Eyes Wide Shut,movie,http://eyeswideshut.warnerbros.com,1999,tt0120663,7.4,"253,115"
15210,1 win & 7 nominations.,USA,18 Jan 2000,Rick Famuyiwa,English,52,"While dealing with a friend's cold feet on his wedding day, a writer reminisces about his youth with his best friends.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2MDYxMzI0MV5BMl5BanBnXkFtZTcwOTU3NzYyMQ@@._V1_SX300.jpg,Paramount Pictures,R,6.9/10,Internet Movie Database,16 Jul 1999,True,106 min,The Wood,movie,http://www.thewoodmovie.com,1999,tt0161100,6.9,"7,141"
15213,2 wins & 2 nominations.,"Germany, USA",02 Oct 2001,Michael Patrick Jann,English,28,A small-town beauty pageant turns deadly as it becomes clear that someone will go to any lengths to win.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgzNzk3OTg2M15BMl5BanBnXkFtZTYwMTIyODc5._V1_SX300.jpg,New Line Cinema.,PG-13,6.6/10,Internet Movie Database,23 Jul 1999,True,97 min,Drop Dead Gorgeous,movie,http://www.ddgorgeous.com,1999,tt0157503,6.6,"28,844"
15216,3 wins & 14 nominations.,USA,23 Nov 1999,Jan de Bont,English,N/A,"When Eleanor, Theo, and Luke decide to take part in a sleep study at a huge mansion they get more than they bargained for when Dr. Marrow tells them of the house's ghostly past.",https://ia.media-imdb.com/images/M/MV5BMjMzNWI4NDEtMjVjOS00NzIwLWFiMWYtM2I0YWIyODhjMGY2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,DreamWorks SKG,PG-13,4.9/10,Internet Movie Database,23 Jul 1999,True,113 min,The Haunting,movie,N/A,1999,tt0171363,4.9,"62,976"
15218,1 win & 13 nominations.,USA,07 Dec 1999,David Kellogg,"English, Norwegian, French, Spanish",36,A security guard's dreams come true when he is selected to be transformed into a cybernetic police officer.,https://images-na.ssl-images-amazon.com/images/M/MV5BN2RhYTQ5YmYtZTNkMS00M2YwLTliMjctNzg0OGYwMDQ5NDg0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Walt Disney Pictures,PG,4.1/10,Internet Movie Database,23 Jul 1999,True,78 min,Inspector Gadget,movie,http://disney.go.com/disneyvideos/familyfilm/shelves/gadget/index.html,1999,tt0141369,4.1,"39,566"
15221,2 wins & 4 nominations.,USA,14 Dec 1999,Renny Harlin,"English, Spanish",54,"Searching for a cure to Alzheimer's disease, a group of scientists on an isolated research facility become the prey, as a trio of intelligent sharks fight back.",https://images-na.ssl-images-amazon.com/images/M/MV5BZWM0NjVkOGYtMjk5Mi00NGVmLWE3NDMtMDQ3ZjdjMDcwYzdlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,Warner Bros. Pictures,R,5.8/10,Internet Movie Database,28 Jul 1999,True,105 min,Deep Blue Sea,movie,http://www.wb-deepbluesea.com,1999,tt0149261,5.8,"107,779"
15224,6 wins & 9 nominations.,USA,25 Jan 2000,Garry Marshall,English,39,A reporter is assigned to write a story about a woman who has left a string of fiances at the altar.,https://images-na.ssl-images-amazon.com/images/M/MV5BYjg3MGIwYTctMDllOC00ZmQ5LThiNmYtYjYxNzEyNTA3ZjdlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Paramount Pictures,PG,5.5/10,Internet Movie Database,30 Jul 1999,True,116 min,Runaway Bride,movie,http://www.runawaybride.com,1999,tt0163187,5.5,"81,698"
15227,4 nominations.,"France, Canada, USA",14 Dec 1999,Andrew Fleming,English,65,Two girls wander away from a White House tour and meet President Nixon.,https://images-na.ssl-images-amazon.com/images/M/MV5BNmUwZGUyOWYtMjJlMC00ODhhLWIxMDMtYjAwOGFmMGVjZTA1XkEyXkFqcGdeQXVyMjA5MTIzMjQ@._V1_SX300.jpg,Sony Pictures Home Entertainment,PG-13,6.1/10,Internet Movie Database,04 Aug 1999,True,94 min,Dick,movie,http://www.spe.sony.com/movies/jump/dick.html,1999,tt0144168,6.1,"16,834"
15230,3 nominations.,USA,11 Jan 2000,Kinka Usher,English,65,A group of inept amateur superheroes must try to save the day when a supervillian threatens to destroy a major superhero and the city.,https://images-na.ssl-images-amazon.com/images/M/MV5BYjdkZDRhYTgtNDliYS00ZmE1LThjYWMtOWNjNzNiODFmY2VmXkEyXkFqcGdeQXVyNjc4ODQwNzg@._V1_SX300.jpg,Universal Pictures,PG-13,6.1/10,Internet Movie Database,06 Aug 1999,True,121 min,Mystery Men,movie,http://www.mysterymen.com,1999,tt0132347,6.1,"56,707"
15233,20 wins & 18 nominations.,USA,23 Nov 1999,Brad Bird,English,85,A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,https://ia.media-imdb.com/images/M/MV5BMjIxNDU2Njk0OV5BMl5BanBnXkFtZTgwODc3Njc3NjE@._V1_SX300.jpg,Warner Bros. Pictures,PG,8.0/10,Internet Movie Database,06 Aug 1999,True,86 min,The Iron Giant,movie,http://www.irongiant.com,1999,tt0129167,8.0,"144,388"
15239,3 wins & 2 nominations.,USA,04 Jan 2000,John McTiernan,"English, German, Polish, French",72,"A very rich and successful playboy amuses himself by stealing artwork, but may have met his match in a seductive detective.",https://images-na.ssl-images-amazon.com/images/M/MV5BMmU0N2RiNTAtN2U4MS00MWExLTkzNGYtOTVhNmVmZmNlOTUzXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,MGM/UA,R,6.8/10,Internet Movie Database,06 Aug 1999,True,113 min,The Thomas Crown Affair,movie,http://www.mgm.com/thethomascrownaffair,1999,tt0155267,6.8,"78,082"
15242,6 nominations.,USA,18 Jan 2000,Frank Oz,English,71,"When a desperate movie producer fails to get a major star for his bargain basement film, he decides to shoot the film secretly around him.",https://images-na.ssl-images-amazon.com/images/M/MV5BYTJlNzcyMjctOGE5Mi00MzU4LWI1MzUtOGZiYzZlMzYxZmFlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Universal Studios,PG-13,6.4/10,Internet Movie Database,13 Aug 1999,True,97 min,Bowfinger,movie,http://www.universalpictures.com/bowfinger,1999,tt0131325,6.4,"60,318"
15245,1 nomination.,USA,18 Dec 2001,Jonathan Kaplan,"English, Thai",44,Two women are arrested for smuggling while vacationing in Thailand.,https://images-na.ssl-images-amazon.com/images/M/MV5BOWY1NmVmNzctYTFkMC00MmNlLTkzNzgtNWZmODc3YTdiYWI4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Twentieth Century Fox Home Entertainment,PG-13,6.4/10,Internet Movie Database,13 Aug 1999,True,100 min,Brokedown Palace,movie,N/A,1999,tt0120620,6.4,"19,708"
15248,3 nominations.,USA,21 Dec 1999,Adam Rifkin,English,33,"In 1978, four rebellious teenagers try to scam their way into a KISS concert.",https://images-na.ssl-images-amazon.com/images/M/MV5BMmU5ZTJmOWQtNTMwMi00NmIzLTk0ZTAtMjNkMTE4YTA0Yzg4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,New Line Cinema,R,6.8/10,Internet Movie Database,13 Aug 1999,True,95 min,Detroit Rock City,movie,N/A,1999,tt0165710,6.8,"32,188"
15251,N/A,"UK, USA",28 Dec 1999,Kelly Makin,English,49,"An English auctioneer proposes to the daughter of a Mafia kingpin, only to realize that certain ""favors"" would be asked of him.",https://ia.media-imdb.com/images/M/MV5BNjIzNDQ4MDc5OV5BMl5BanBnXkFtZTYwNzI3MDM3._V1_SX300.jpg,Warner Home Video,PG-13,5.8/10,Internet Movie Database,20 Aug 1999,True,102 min,Mickey Blue Eyes,movie,http://www.mickeyblueeyes.com,1999,tt0130121,5.8,"31,710"
15254,4 nominations.,USA,21 Dec 1999,Kevin Williamson,English,35,"The story of a girl who is willing to do anything to become Valedictorian, even if it means murdering the teacher that stands in her way.",https://images-na.ssl-images-amazon.com/images/M/MV5BMWM5NjE5ZjEtMTZjMC00NWRjLWE1NDctMzM1MjJhZjUwZjQ1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Miramax,PG-13,5.2/10,Internet Movie Database,20 Aug 1999,True,96 min,Teaching Mrs. Tingle,movie,http://www.dimensionfilms.com/mm_front/owa/dim_movie_page.entryPoint?midStr=1182,1999,tt0133046,5.2,"18,155"
15257,N/A,USA,28 Aug 2001,Mic Rodgers,English,24,"The ""universal soldiers"" must fight the whole army. When the military's supercomputer S.E.T.H gets out of control",https://ia.media-imdb.com/images/M/MV5BOTcwOTlhMWYtMDhlOS00ODdmLWJiMTgtMThjNzgxNTIyNTU3XkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_SX300.jpg,Sony Pictures Home Entertainment,R,4.1/10,Internet Movie Database,20 Aug 1999,True,83 min,Universal Soldier: The Return,movie,http://www.spe.sony.com/movies/jump/universalsoldier2.html,1999,tt0176269,4.1,"25,654"
15260,2 wins.,USA,15 Feb 2000,Michael Rymer,English,53,Jeff Cole is a recent graduate of the Cincinnati police academy who dreams of working undercover. His wish is granted and through success is given the task of taking down state-wide crack ...,https://ia.media-imdb.com/images/M/MV5BMTI4NTc1NDg4NV5BMl5BanBnXkFtZTcwMjU4OTQyMQ@@._V1_SX300.jpg,Dimension Films,R,6.2/10,Internet Movie Database,25 Aug 1999,True,95 min,In Too Deep,movie,http://www.dimensionfilms.com/mm_front/owa/dim_movie_page.entryPoint?midStr=1093,1999,tt0160401,6.2,"5,025"
15263,2 wins & 2 nominations.,USA,15 Jan 2002,"John McTiernan, Michael Crichton","English, Latin, Swedish, Norse,  Old, Danish",42,"A man, having fallen in love with the wrong woman, is sent by the sultan himself on a diplomatic mission to a distant land as an ambassador. Stopping at a Viking village port to restock on supplies, he finds himself unwittingly embroiled on a quest to banish a mysterious threat in a distant Viking land.",https://ia.media-imdb.com/images/M/MV5BNDZhZDk0ZTktZmNhMC00YTU1LWEwY2YtZmIyMWM5MTNlNDEwXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,Buena Vista Pictures,R,6.6/10,Internet Movie Database,27 Aug 1999,True,102 min,The 13th Warrior,movie,N/A,1999,tt0120657,6.6,"106,966"
15266,1 nomination.,USA,08 Feb 2000,Rand Ravich,English,37,"After an explosion in space and subsequent two-minute radio-out period, two astronauts return home to their wives. Slightly it's revealed that they're not the same as they were.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxNGI2NzUtYzgwNy00NmIyLTgwNjMtZGMzYjhlYjY1MThkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,New Line Home Entertainment,R,5.3/10,Internet Movie Database,27 Aug 1999,True,109 min,The Astronaut's Wife,movie,http://www.astronautswife.com,1999,tt0138304,5.3,"48,533"
15269,1 nomination.,USA,28 Dec 1999,Hugh Wilson,English,44,Inept Canadian mountie Dudley Do-Right chases after villian Snidely Whiplash and woos girlfriend Nell Fenwick.,https://images-na.ssl-images-amazon.com/images/M/MV5BN2EwZWRhNTQtOWJlMS00NDAwLTk2ZGUtNDg1NjUzZGMyMTYzXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,Universal Pictures,PG,3.9/10,Internet Movie Database,27 Aug 1999,True,77 min,Dudley Do-Right,movie,http://www.universalpictures.com/dudleydoright,1999,tt0160236,3.9,"8,723"
15272,Nominated for 1 Golden Globe. Another 2 nominations.,USA,01 May 2001,Albert Brooks,English,56,"With his career on the skids, a Hollywood screenwriter enlists the aid of a modern-day muse, who proves to test his patience.",https://images-na.ssl-images-amazon.com/images/M/MV5BNzA1NmNlMWYtNzI5NC00MmEwLTgyOWMtNjdmOTA2MDU3NTFjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,October Films,PG-13,5.6/10,Internet Movie Database,27 Aug 1999,True,97 min,The Muse,movie,http://www.themusemovie.com/index.html,1999,tt0164108,5.6,"9,745"
15275,1 nomination.,USA,21 Mar 2000,Hugh Johnson,English,33,"A new biological chemical weapon that explodes up to temperatures over fifty degrees Fahrenheit, falls into the hands of two men who try to make sure that it doesn't get stolen by a terrorist.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwNjQzNjgwMV5BMl5BanBnXkFtZTcwMjM4NzEyMQ@@._V1_SX300.jpg,Warner Bros. Pictures,R,5.2/10,Internet Movie Database,01 Sep 1999,True,102 min,Chill Factor,movie,http://www.chillfactorthefilm.com,1999,tt0163579,5.2,"8,641"
15278,1 nomination.,USA,02 Oct 2001,Michael Corrente,English,62,"After one too many run ins with the law, a punk teenager from a working class background is sent to prep school by his frustrated dad, and learns a thing or two.",https://ia.media-imdb.com/images/M/MV5BMTMyODE2NjA0Nl5BMl5BanBnXkFtZTcwNzIzODgxMQ@@._V1_SX300.jpg,Miramax,R,6.4/10,Internet Movie Database,01 Sep 1999,True,96 min,Outside Providence,movie,http://www.outsideprovidence.com,1999,tt0125971,6.4,"8,020"
15281,N/A,USA,01 Feb 2000,Jeff Franklin,English,23,"Seth Winnick has it all: a successful career in television, good friends, and a passionate relationship with beautiful Chelsea. However, when he fails to make a timely marriage proposal, Chelsea tries to make his life hell.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTE5OTI2ODk3NV5BMl5BanBnXkFtZTcwNzA1MTkxMQ@@._V1_SX300.jpg,Legacy Releasing,R,5.8/10,Internet Movie Database,10 Sep 1999,True,94 min,Love Stinks,movie,N/A,1999,tt0188863,5.8,"4,533"
15284,6 nominations.,USA,29 Feb 2000,Rupert Wainwright,"English, Assyrian Neo-Aramaic, Portuguese, Italian, Aramaic",28,"When a young woman becomes afflicted by stigmata, a priest is sent to investigate her case, which may have severe ramifications for his faith and for the Catholic Church itself.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyNWUyZTYtMTViZC00Y2ZkLWE2ZDEtNGY2ZDAxNjY2YjYzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,MGM,R,6.2/10,Internet Movie Database,10 Sep 1999,True,103 min,Stigmata,movie,http://www.mgm.com/stigmata,1999,tt0145531,6.2,"58,022"
15287,3 wins & 1 nomination.,USA,21 Aug 2001,David Koepp,English,67,"After being hypnotized by his sister in law, a man begins seeing haunting visions of a girl's ghost and a mystery begins to unfold around him.",https://ia.media-imdb.com/images/M/MV5BMjE2NTEwZWYtYzcxYi00MzZhLTg0NDMtNTBhMTM3MjEyMmU3XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,Artisan Entertainment,R,7.0/10,Internet Movie Database,10 Sep 1999,True,99 min,Stir of Echoes,movie,http://www.stirofechoes.com,1999,tt0164181,7.0,"66,800"
15293,N/A,"USA, Germany",26 Dec 2000,Les Mayfield,"English, Spanish",46,A former convict poses as a cop to retrieve a diamond he stole years ago.,https://images-na.ssl-images-amazon.com/images/M/MV5BYTJkYTBlZjktYmYyYi00ZWQ0LTgyMWYtMjQ5Yzg1Y2M3YzE5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Sony Pictures Home Entertainment,PG-13,6.3/10,Internet Movie Database,17 Sep 1999,True,93 min,Blue Streak,movie,http://www.spe.sony.com/movies/jump/bluestreak.html,1999,tt0181316,6.3,"65,243"
15296,1 nomination.,USA,30 Jun 2000,Alan Rudolph,English,42,A portrait of a fictional town in the mid west that is home to a group of idiosyncratic and slightly neurotic characters. Dwayne Hoover is a wealthy car dealer-ship owner that's on the ...,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4MDU4NTkwOF5BMl5BanBnXkFtZTcwNjAzNTUyMQ@@._V1_SX300.jpg,Buena Vista Pictures,R,4.6/10,Internet Movie Database,18 Feb 1999,True,110 min,Breakfast of Champions,movie,N/A,1999,tt0120618,4.6,"7,091"
